job_title,salary_usd,experience_level,employment_type,location,remote_ratio,company_size,source
Senior Machine Learning Engineer,116250.11,senior,FT,"Toronto, Canada",100,S,synthetic
Odoo Implementation Consultant,57139.58,entry,FT,"New York, NY",50,S,synthetic
BI Developer Entry Level,61378.11,entry,FT,"Amsterdam, Netherlands",50,M,synthetic
Data Pipeline Engineer,120438.32,mid,FT,"Tunis, Tunisia",50,L,synthetic
Junior NLP Engineer,78347.63,entry,FT,"Tunis, Tunisia",100,S,synthetic
Analytics Engineer,0.0,mid,FT,"Casablanca, Morocco",100,L,synthetic
Senior Data Engineer,127631.22,mid,FT,"Dubai, UAE",100,M,synthetic
Business Intelligence Intern,0.0,entry,FT,"Montreal, Canada",100,M,synthetic
Frontend Developer Junior,0.0,entry,FT,"Dubai, UAE",100,L,synthetic
Junior Accountant,53404.55,entry,FT,"San Francisco, CA",0,L,synthetic
Junior NLP Engineer,59113.89,entry,FT,"San Francisco, CA",100,S,synthetic
Business Intelligence Analyst,36714.96,entry,FT,"Casablanca, Morocco",0,L,synthetic
Digital Marketing Intern,50877.5,entry,FT,"San Francisco, CA",50,M,synthetic
BI Analyst Intern,0.0,entry,FT,"San Francisco, CA",50,M,synthetic
Machine Learning Engineer Intern,0.0,entry,FT,"Paris, France",50,S,synthetic
Junior Controller,32018.07,entry,FT,"Brussels, Belgium",0,S,synthetic
Junior Computer Vision Engineer,0.0,entry,FT,"Tunis, Tunisia",100,S,synthetic
Junior Computer Vision Engineer,0.0,entry,FT,"Paris, France",0,S,synthetic
Junior Marketing Analyst,40654.3,entry,FT,"Boston, MA",50,S,synthetic
Accounting Intern,46926.58,entry,FT,"London, UK",50,S,synthetic
Analytics Engineer,0.0,mid,FT,"Seattle, WA",50,S,synthetic
Junior HR Generalist,33480.46,entry,FT,Remote - US,50,L,synthetic
HR Coordinator Entry Level,41364.27,entry,FT,Remote,50,S,synthetic
Content Marketing Intern,37231.05,entry,FT,"Casablanca, Morocco",100,L,synthetic
Lead AI Engineer,112351.72,senior,FT,"Austin, TX",0,S,synthetic
Data Science Graduate,59027.45,entry,FT,"Brussels, Belgium",0,S,synthetic
Data Pipeline Engineer,90560.19,mid,FT,"Amsterdam, Netherlands",0,L,synthetic
Junior HR Generalist,42319.94,entry,FT,Remote - US,50,M,synthetic
Senior Machine Learning Engineer,0.0,senior,FT,"Tunis, Tunisia",0,S,synthetic
ERP Support Analyst,0.0,entry,FT,"Berlin, Germany",0,M,synthetic
Cloud Data Engineer,0.0,mid,FT,"London, UK",100,L,synthetic
Senior Audit Manager,95783.66,senior,FT,"Seattle, WA",50,M,synthetic
Junior Accountant,0.0,entry,FT,Remote - Europe,50,S,synthetic
Head of Finance,131694.39,senior,FT,"Berlin, Germany",0,M,synthetic
Data Reporting Analyst,0.0,entry,FT,"Tunis, Tunisia",50,S,synthetic
Finance Manager,0.0,senior,FT,"Dubai, UAE",0,M,synthetic
Reporting Analyst Junior,51767.76,entry,FT,"Montreal, Canada",100,M,synthetic
Analytics Engineer,97405.07,mid,FT,"Berlin, Germany",50,M,synthetic
Data Science Graduate,0.0,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Accounting Intern,46225.96,entry,FT,"Chicago, IL",0,L,synthetic
Machine Learning Engineer Intern,0.0,entry,FT,"Montreal, Canada",100,M,synthetic
Accounting Intern,0.0,entry,FT,"New York, NY",0,M,synthetic
Junior Controller,35135.03,entry,FT,"Berlin, Germany",0,S,synthetic
Web Developer Intern,35633.68,entry,FT,"San Francisco, CA",100,S,synthetic
Junior HR Generalist,0.0,entry,FT,Remote - Worldwide,0,L,synthetic
Data Analyst Intern,0.0,entry,FT,"Paris, France",100,S,synthetic
Reporting Analyst Junior,51217.64,entry,FT,"Berlin, Germany",0,S,synthetic
Data Analyst Intern,51655.29,entry,FT,"New York, NY",100,S,synthetic
Junior NLP Engineer,74179.26,entry,FT,"Amsterdam, Netherlands",50,L,synthetic
Junior SQL Analyst,0.0,entry,FT,"Chicago, IL",0,S,synthetic
Lead AI Engineer,147173.51,senior,FT,"Lyon, France",0,L,synthetic
Data Reporting Analyst,0.0,entry,FT,"Brussels, Belgium",50,L,synthetic
Content Marketing Intern,34422.62,entry,FT,"Seattle, WA",0,L,synthetic
Recruitment Intern,34580.24,entry,FT,"Brussels, Belgium",50,L,synthetic
Reporting Analyst Junior,42619.32,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Junior BI Analyst,0.0,entry,FT,"Boston, MA",50,L,synthetic
Junior Python Developer,32702.49,entry,FT,"Montreal, Canada",100,M,synthetic
Analytics Engineer,0.0,mid,FT,"Casablanca, Morocco",100,M,synthetic
Junior Data Analyst,64415.32,entry,FT,Remote,100,S,synthetic
BI Developer Entry Level,0.0,entry,FT,Remote - Worldwide,50,L,synthetic
ERP Support Analyst,53789.83,entry,FT,"London, UK",0,L,synthetic
Recruitment Intern,0.0,entry,FT,"Boston, MA",0,L,synthetic
Senior Computer Vision Engineer,0.0,senior,FT,"Casablanca, Morocco",0,M,synthetic
Community Manager Junior,0.0,entry,FT,"Amsterdam, Netherlands",0,S,synthetic
Web Developer Intern,0.0,entry,FT,"Tunis, Tunisia",0,S,synthetic
Reporting Analyst Junior,0.0,entry,FT,"Amsterdam, Netherlands",50,L,synthetic
Machine Learning Engineer Intern,57228.13,entry,FT,"Tunis, Tunisia",0,L,synthetic
Lead AI Engineer,0.0,senior,FT,"Dubai, UAE",0,M,synthetic
Talent Acquisition Intern,28034.73,entry,FT,"Paris, France",0,S,synthetic
Junior Django Developer,39735.4,entry,FT,"Berlin, Germany",0,S,synthetic
Head of Finance,129997.11,senior,FT,"Madrid, Spain",0,M,synthetic
Data Analyst Graduate,0.0,entry,FT,"London, UK",0,M,synthetic
Odoo Developer Junior,52574.93,entry,FT,"Tunis, Tunisia",0,S,synthetic
Senior Data Engineer,81659.57,mid,FT,"New York, NY",100,S,synthetic
Senior Audit Manager,110475.01,senior,FT,"Paris, France",0,M,synthetic
Data Analyst Graduate,0.0,entry,FT,"Dubai, UAE",0,M,synthetic
ML Platform Engineer Senior,0.0,senior,FT,"Boston, MA",100,L,synthetic
Power BI Developer Junior,0.0,entry,FT,"Berlin, Germany",50,M,synthetic
Junior Marketing Analyst,40522.33,entry,FT,Remote - US,50,S,synthetic
Senior Controller,0.0,senior,FT,"London, UK",0,S,synthetic
Junior PHP Developer,34710.16,entry,FT,"Chicago, IL",50,M,synthetic
Junior Marketing Analyst,39094.69,entry,FT,"London, UK",0,S,synthetic
Junior Marketing Analyst,37196.45,entry,FT,"Amsterdam, Netherlands",100,L,synthetic
Community Manager Junior,0.0,entry,FT,"Austin, TX",0,M,synthetic
Analytics Engineer,89813.49,mid,FT,Remote - Worldwide,0,S,synthetic
Junior Full Stack Developer,54120.09,entry,FT,"San Francisco, CA",0,L,synthetic
Junior NLP Engineer,77710.4,entry,FT,"London, UK",100,S,synthetic
Data Science Intern,0.0,entry,FT,"Lyon, France",100,M,synthetic
Talent Acquisition Intern,44967.95,entry,FT,"Madrid, Spain",50,L,synthetic
AI Engineer Entry Level,62019.48,entry,FT,"Madrid, Spain",50,S,synthetic
Finance Graduate Trainee,30743.09,entry,FT,"New York, NY",50,L,synthetic
Junior SQL Analyst,35379.56,entry,FT,"London, UK",100,M,synthetic
Community Manager Junior,45021.27,entry,FT,"Paris, France",50,S,synthetic
Data Engineer,110703.59,mid,FT,Remote,50,S,synthetic
Data Science Intern,0.0,entry,FT,"Berlin, Germany",0,S,synthetic
Recruitment Intern,0.0,entry,FT,Remote - Europe,50,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Paris, France",50,M,synthetic
Reporting Analyst Junior,0.0,entry,FT,"Dubai, UAE",50,S,synthetic
Power BI Developer Junior,0.0,entry,FT,Remote,100,S,synthetic
HR Coordinator Entry Level,0.0,entry,FT,"Boston, MA",0,S,synthetic
Content Marketing Intern,0.0,entry,FT,"Dubai, UAE",0,M,synthetic
Senior Computer Vision Engineer,104903.85,senior,FT,Remote - Europe,0,S,synthetic
Senior Data Engineer,90964.18,mid,FT,"Casablanca, Morocco",100,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Boston, MA",0,L,synthetic
Talent Acquisition Intern,0.0,entry,FT,"Brussels, Belgium",0,S,synthetic
Junior SQL Analyst,0.0,entry,FT,"Paris, France",100,S,synthetic
Senior Controller,85594.82,senior,FT,"Brussels, Belgium",50,S,synthetic
Accounting Intern,0.0,entry,FT,"Toronto, Canada",50,L,synthetic
Accounting Intern,30034.09,entry,FT,Remote - US,0,L,synthetic
Senior Controller,139869.94,senior,FT,Remote,50,S,synthetic
Analytics Intern,0.0,entry,FT,Remote - Europe,100,L,synthetic
Director of Finance,140588.34,senior,FT,"Chicago, IL",50,M,synthetic
Data Pipeline Engineer,70741.61,mid,FT,"London, UK",50,L,synthetic
Odoo Developer Junior,0.0,entry,FT,"Seattle, WA",0,S,synthetic
Junior Accountant,0.0,entry,FT,Remote - Europe,0,L,synthetic
Analytics Engineer,76514.21,mid,FT,"New York, NY",50,S,synthetic
Odoo Developer Junior,0.0,entry,FT,Remote - Worldwide,50,S,synthetic
Senior Audit Manager,129109.42,senior,FT,"London, UK",0,M,synthetic
Junior HR Generalist,32888.96,entry,FT,"Berlin, Germany",50,S,synthetic
HR Assistant,41634.86,entry,FT,"New York, NY",50,S,synthetic
Lead ML Engineer,135815.87,senior,FT,"Lyon, France",100,L,synthetic
Digital Marketing Intern,51266.98,entry,FT,"Amsterdam, Netherlands",100,S,synthetic
Head of Finance,0.0,senior,FT,"Montreal, Canada",50,M,synthetic
Head of Finance,122100.45,senior,FT,"Montreal, Canada",0,L,synthetic
Data Reporting Analyst,62207.87,entry,FT,"Amsterdam, Netherlands",100,L,synthetic
Senior Data Engineer,127866.02,mid,FT,"Chicago, IL",50,M,synthetic
Director of Finance,0.0,senior,FT,"Paris, France",0,S,synthetic
Junior Django Developer,48369.3,entry,FT,Remote - US,50,M,synthetic
Business Intelligence Intern,0.0,entry,FT,Remote - US,50,M,synthetic
Junior Django Developer,32141.54,entry,FT,"Lyon, France",50,M,synthetic
Director of Finance,0.0,senior,FT,"San Francisco, CA",50,S,synthetic
Junior NLP Engineer,50342.36,entry,FT,Remote - Worldwide,50,M,synthetic
Junior Data Analyst,37135.39,entry,FT,"Austin, TX",100,S,synthetic
Junior Accountant,38357.37,entry,FT,"Austin, TX",0,M,synthetic
Junior NLP Engineer,0.0,entry,FT,"Tunis, Tunisia",50,L,synthetic
HR Assistant,0.0,entry,FT,"Madrid, Spain",0,S,synthetic
Junior Financial Analyst,0.0,entry,FT,"Casablanca, Morocco",0,M,synthetic
Odoo Developer Junior,43830.72,entry,FT,Remote - Europe,0,M,synthetic
HR Assistant,29146.35,entry,FT,"Dubai, UAE",0,S,synthetic
Junior SEO Analyst,0.0,entry,FT,"Seattle, WA",0,M,synthetic
Senior Financial Analyst,88485.59,senior,FT,"Seattle, WA",50,M,synthetic
Data Analyst Intern,58192.05,entry,FT,"London, UK",0,S,synthetic
Staff Machine Learning Engineer,126249.59,senior,FT,Remote - Europe,50,M,synthetic
ETL Developer,0.0,mid,FT,"Paris, France",100,L,synthetic
Machine Learning Engineer Intern,58456.89,entry,FT,"London, UK",100,L,synthetic
Frontend Developer Junior,50234.78,entry,FT,"Berlin, Germany",100,L,synthetic
Machine Learning Analyst,0.0,entry,FT,"Austin, TX",50,S,synthetic
Junior Full Stack Developer,37291.45,entry,FT,"London, UK",0,L,synthetic
Junior PHP Developer,0.0,entry,FT,"Montreal, Canada",100,L,synthetic
Junior SEO Analyst,38915.39,entry,FT,"Casablanca, Morocco",0,S,synthetic
Senior Controller,109028.41,senior,FT,"Austin, TX",50,L,synthetic
Senior Data Scientist,196349.22,senior,FT,Remote - US,100,M,synthetic
Director of Finance,0.0,senior,FT,"Chicago, IL",0,L,synthetic
Community Manager Junior,39613.86,entry,FT,"Berlin, Germany",50,L,synthetic
Junior Accountant,31082.04,entry,FT,"Dubai, UAE",0,M,synthetic
Junior PHP Developer,57944.39,entry,FT,"Montreal, Canada",100,S,synthetic
Senior NLP Engineer,0.0,senior,FT,"Lyon, France",0,M,synthetic
Data Engineer,99231.42,mid,FT,"Berlin, Germany",0,M,synthetic
Odoo Implementation Consultant,56077.16,entry,FT,"Tunis, Tunisia",50,M,synthetic
Frontend Developer Junior,54582.56,entry,FT,"Tunis, Tunisia",0,L,synthetic
ETL Developer,119327.34,mid,FT,"Austin, TX",50,S,synthetic
Senior NLP Engineer,0.0,senior,FT,"Casablanca, Morocco",50,S,synthetic
Director of Finance,85240.02,senior,FT,Remote,0,M,synthetic
Senior Data Engineer,114905.61,mid,FT,"Toronto, Canada",100,M,synthetic
Senior Financial Analyst,84149.02,senior,FT,Remote - US,50,M,synthetic
Head of Finance,102356.66,senior,FT,"Amsterdam, Netherlands",50,M,synthetic
Finance Graduate Trainee,32211.21,entry,FT,"London, UK",50,M,synthetic
Junior Accountant,36880.43,entry,FT,"San Francisco, CA",0,M,synthetic
Data Science Graduate,51142.32,entry,FT,Remote,100,L,synthetic
ETL Developer,122448.43,mid,FT,"Lyon, France",0,M,synthetic
Junior HR Generalist,36839.78,entry,FT,"Paris, France",50,S,synthetic
AI Engineer Entry Level,58289.3,entry,FT,"Berlin, Germany",100,M,synthetic
Junior Django Developer,40013.77,entry,FT,Remote - Europe,50,L,synthetic
Senior Data Engineer,90306.27,mid,FT,"Madrid, Spain",100,L,synthetic
Data Engineer,88281.47,mid,FT,"Casablanca, Morocco",100,L,synthetic
Finance Graduate Trainee,48149.98,entry,FT,"Boston, MA",0,S,synthetic
Junior Web Developer,48479.8,entry,FT,"Chicago, IL",50,S,synthetic
Recruitment Intern,29259.31,entry,FT,Remote - Worldwide,50,M,synthetic
Talent Acquisition Intern,40870.81,entry,FT,"Chicago, IL",0,M,synthetic
HR Coordinator Entry Level,35547.7,entry,FT,"Chicago, IL",50,M,synthetic
Recruitment Intern,35231.18,entry,FT,"New York, NY",50,M,synthetic
Community Manager Junior,0.0,entry,FT,"Toronto, Canada",100,S,synthetic
Director of Finance,149715.48,senior,FT,"London, UK",0,L,synthetic
Junior Marketing Analyst,0.0,entry,FT,Remote,50,M,synthetic
Content Marketing Intern,0.0,entry,FT,Remote - US,100,L,synthetic
Head of Finance,150140.9,senior,FT,"Toronto, Canada",0,S,synthetic
Junior PHP Developer,42917.64,entry,FT,"Seattle, WA",50,L,synthetic
Data Analyst Graduate,38738.76,entry,FT,Remote - Europe,50,M,synthetic
Accounting Intern,43220.97,entry,FT,"Berlin, Germany",50,L,synthetic
Web Developer Intern,36315.97,entry,FT,"Seattle, WA",0,L,synthetic
Senior Financial Analyst,113041.55,senior,FT,"Tunis, Tunisia",0,M,synthetic
Data Pipeline Engineer,98694.7,mid,FT,"San Francisco, CA",50,M,synthetic
Recruitment Intern,34629.66,entry,FT,"Amsterdam, Netherlands",50,L,synthetic
BI Developer Entry Level,0.0,entry,FT,Remote - Worldwide,100,L,synthetic
Junior Data Analyst,0.0,entry,FT,"Seattle, WA",0,L,synthetic
Audit Assistant,47899.09,entry,FT,Remote - Worldwide,0,M,synthetic
Web Developer Intern,0.0,entry,FT,"Amsterdam, Netherlands",0,S,synthetic
Digital Marketing Intern,38903.12,entry,FT,"Toronto, Canada",100,L,synthetic
Junior Full Stack Developer,50387.58,entry,FT,"Toronto, Canada",0,L,synthetic
Senior Audit Manager,121781.57,senior,FT,Remote,50,M,synthetic
Senior Machine Learning Engineer,0.0,senior,FT,"Seattle, WA",50,L,synthetic
Community Manager Junior,47085.75,entry,FT,"Chicago, IL",0,S,synthetic
Junior Computer Vision Engineer,63348.13,entry,FT,"Lyon, France",100,L,synthetic
Junior NLP Engineer,68546.87,entry,FT,Remote,0,M,synthetic
Finance Graduate Trainee,0.0,entry,FT,"Tunis, Tunisia",50,M,synthetic
Frontend Developer Junior,39011.8,entry,FT,Remote,0,L,synthetic
Junior Full Stack Developer,38137.44,entry,FT,"San Francisco, CA",100,M,synthetic
Odoo Developer Junior,51115.68,entry,FT,"Casablanca, Morocco",0,M,synthetic
Senior NLP Engineer,0.0,senior,FT,"Montreal, Canada",100,L,synthetic
HR Assistant,37629.92,entry,FT,"Casablanca, Morocco",0,M,synthetic
Junior HR Generalist,36874.11,entry,FT,"Toronto, Canada",50,L,synthetic
HR Assistant,45749.56,entry,FT,"Tunis, Tunisia",50,S,synthetic
Analytics Engineer,87892.14,mid,FT,"Brussels, Belgium",0,M,synthetic
Business Intelligence Intern,38787.39,entry,FT,"Amsterdam, Netherlands",50,L,synthetic
Accounting Intern,41813.53,entry,FT,"Austin, TX",50,L,synthetic
Junior SQL Analyst,60915.1,entry,FT,"Seattle, WA",50,S,synthetic
Cloud Data Engineer,105812.82,mid,FT,"Lyon, France",0,L,synthetic
Business Intelligence Analyst,0.0,entry,FT,"Toronto, Canada",0,L,synthetic
Junior SAP Consultant,48032.37,entry,FT,"Chicago, IL",50,L,synthetic
Senior Financial Analyst,141192.31,senior,FT,"Chicago, IL",0,M,synthetic
Junior Python Developer,51039.42,entry,FT,Remote - Worldwide,50,M,synthetic
Head of Finance,0.0,senior,FT,"Amsterdam, Netherlands",50,L,synthetic
ERP Support Analyst,33991.9,entry,FT,"Paris, France",0,S,synthetic
Accounting Intern,52262.22,entry,FT,"Dubai, UAE",50,S,synthetic
Accounting Intern,52802.62,entry,FT,"San Francisco, CA",0,M,synthetic
Junior SEO Analyst,28938.89,entry,FT,"Lyon, France",100,L,synthetic
ERP Support Analyst,38839.92,entry,FT,"Brussels, Belgium",0,M,synthetic
ML Platform Engineer Senior,144418.64,senior,FT,"Madrid, Spain",50,M,synthetic
AI Engineer Entry Level,64245.0,entry,FT,"Boston, MA",100,L,synthetic
Junior Accountant,0.0,entry,FT,"Dubai, UAE",50,S,synthetic
Junior BI Analyst,50981.19,entry,FT,"Dubai, UAE",0,S,synthetic
Senior Controller,0.0,senior,FT,Remote - US,0,L,synthetic
Senior Financial Analyst,145730.7,senior,FT,"New York, NY",0,L,synthetic
Junior SAP Consultant,0.0,entry,FT,"Tunis, Tunisia",50,L,synthetic
Web Developer Intern,57214.87,entry,FT,"San Francisco, CA",50,S,synthetic
Reporting Analyst Junior,46316.3,entry,FT,"Chicago, IL",100,M,synthetic
Talent Acquisition Intern,0.0,entry,FT,Remote - Europe,50,L,synthetic
Junior Financial Analyst,38819.09,entry,FT,Remote,0,M,synthetic
Head of Finance,127775.68,senior,FT,"Boston, MA",50,S,synthetic
Social Media Manager Junior,33945.94,entry,FT,"Dubai, UAE",0,S,synthetic
Junior Python Developer,45803.97,entry,FT,"Boston, MA",100,M,synthetic
Senior NLP Engineer,125601.9,senior,FT,"San Francisco, CA",100,L,synthetic
Junior PHP Developer,48036.5,entry,FT,"Montreal, Canada",50,S,synthetic
Finance Graduate Trainee,0.0,entry,FT,"Brussels, Belgium",0,M,synthetic
Junior Accountant,48474.18,entry,FT,Remote - Europe,0,L,synthetic
Senior NLP Engineer,0.0,senior,FT,"Berlin, Germany",100,M,synthetic
Cloud Data Engineer,75433.24,mid,FT,"Amsterdam, Netherlands",50,M,synthetic
ETL Developer,109214.06,mid,FT,Remote - Europe,0,S,synthetic
Data Science Graduate,75916.98,entry,FT,"Chicago, IL",100,S,synthetic
Data Pipeline Engineer,0.0,mid,FT,"Casablanca, Morocco",0,M,synthetic
Junior SAP Consultant,47566.98,entry,FT,"Lyon, France",50,S,synthetic
Digital Marketing Intern,31094.42,entry,FT,Remote - Europe,50,S,synthetic
Junior Accountant,31920.67,entry,FT,"Austin, TX",50,S,synthetic
Junior HR Generalist,38213.4,entry,FT,"Amsterdam, Netherlands",50,M,synthetic
Recruitment Intern,0.0,entry,FT,"London, UK",0,S,synthetic
Junior Marketing Analyst,49216.99,entry,FT,"Lyon, France",100,S,synthetic
Web Developer Intern,0.0,entry,FT,"San Francisco, CA",50,L,synthetic
Senior Financial Analyst,122485.09,senior,FT,"San Francisco, CA",0,M,synthetic
Finance Graduate Trainee,0.0,entry,FT,"Amsterdam, Netherlands",0,L,synthetic
Data Reporting Analyst,36562.57,entry,FT,"Dubai, UAE",0,M,synthetic
Recruitment Intern,0.0,entry,FT,"Berlin, Germany",50,M,synthetic
Principal Data Scientist,141885.28,senior,FT,"San Francisco, CA",0,M,synthetic
Junior Accountant,0.0,entry,FT,"Dubai, UAE",0,S,synthetic
Junior Accountant,47453.32,entry,FT,"Tunis, Tunisia",50,S,synthetic
Junior Django Developer,57777.67,entry,FT,"Casablanca, Morocco",100,S,synthetic
Junior PHP Developer,41360.36,entry,FT,"Tunis, Tunisia",100,M,synthetic
Junior Accountant,46197.65,entry,FT,"Boston, MA",50,S,synthetic
Director of Finance,107119.83,senior,FT,"Boston, MA",0,S,synthetic
Content Marketing Intern,0.0,entry,FT,"Chicago, IL",50,S,synthetic
Recruitment Intern,42494.66,entry,FT,"Austin, TX",0,M,synthetic
Junior Full Stack Developer,40569.72,entry,FT,"Casablanca, Morocco",100,M,synthetic
Community Manager Junior,47471.01,entry,FT,"Tunis, Tunisia",100,S,synthetic
Frontend Developer Junior,0.0,entry,FT,"Dubai, UAE",0,M,synthetic
Cloud Data Engineer,78482.43,mid,FT,"Paris, France",100,S,synthetic
Cloud Data Engineer,0.0,mid,FT,"Chicago, IL",50,L,synthetic
ML Platform Engineer Senior,0.0,senior,FT,"Montreal, Canada",100,M,synthetic
AI Engineer Entry Level,0.0,entry,FT,Remote - Worldwide,50,L,synthetic
Business Intelligence Analyst,0.0,entry,FT,Remote - Europe,50,M,synthetic
Community Manager Junior,0.0,entry,FT,Remote - US,100,S,synthetic
Senior Data Scientist,169732.82,senior,FT,"Toronto, Canada",50,L,synthetic
Junior ML Engineer,59673.42,entry,FT,"Berlin, Germany",0,S,synthetic
Data Reporting Analyst,53803.98,entry,FT,"Casablanca, Morocco",50,M,synthetic
Junior Financial Analyst,48357.84,entry,FT,"Montreal, Canada",50,L,synthetic
Junior Marketing Analyst,0.0,entry,FT,"London, UK",0,S,synthetic
HR Assistant,47581.84,entry,FT,"Lyon, France",0,L,synthetic
Senior Audit Manager,113053.04,senior,FT,"Paris, France",0,L,synthetic
Staff Machine Learning Engineer,149413.8,senior,FT,"Casablanca, Morocco",100,L,synthetic
Junior BI Analyst,0.0,entry,FT,"Toronto, Canada",50,M,synthetic
Finance Manager,0.0,senior,FT,"Austin, TX",0,M,synthetic
Junior PHP Developer,33313.92,entry,FT,"Chicago, IL",50,L,synthetic
Recruitment Intern,0.0,entry,FT,"Dubai, UAE",50,M,synthetic
Odoo Implementation Consultant,0.0,entry,FT,Remote - US,0,M,synthetic
Junior NLP Engineer,58515.81,entry,FT,"Boston, MA",100,S,synthetic
Reporting Analyst Junior,61471.49,entry,FT,"Casablanca, Morocco",0,L,synthetic
ERP Analyst Junior,41824.28,entry,FT,"San Francisco, CA",0,M,synthetic
Data Engineer,116677.53,mid,FT,"Dubai, UAE",0,L,synthetic
ERP Support Analyst,56241.57,entry,FT,"Chicago, IL",0,L,synthetic
Talent Acquisition Intern,0.0,entry,FT,"Chicago, IL",0,S,synthetic
Frontend Developer Junior,51295.2,entry,FT,"Austin, TX",100,M,synthetic
Recruitment Intern,0.0,entry,FT,"Madrid, Spain",0,S,synthetic
Cloud Data Engineer,74388.67,mid,FT,"Casablanca, Morocco",50,L,synthetic
Business Intelligence Intern,62102.11,entry,FT,Remote - Worldwide,0,L,synthetic
Junior Python Developer,0.0,entry,FT,"Seattle, WA",100,L,synthetic
Principal Data Scientist,176798.44,senior,FT,Remote - Worldwide,0,S,synthetic
Cloud Data Engineer,0.0,mid,FT,"Dubai, UAE",50,M,synthetic
Analytics Engineer,0.0,mid,FT,"Montreal, Canada",0,L,synthetic
ERP Analyst Junior,0.0,entry,FT,"New York, NY",0,S,synthetic
Junior SEO Analyst,37857.26,entry,FT,"Tunis, Tunisia",100,M,synthetic
Cloud Data Engineer,0.0,mid,FT,"Toronto, Canada",50,L,synthetic
Senior Computer Vision Engineer,182370.43,senior,FT,"Berlin, Germany",100,S,synthetic
Audit Assistant,44453.04,entry,FT,Remote - US,50,L,synthetic
Web Developer Intern,43912.56,entry,FT,"London, UK",50,S,synthetic
Community Manager Junior,0.0,entry,FT,"San Francisco, CA",0,S,synthetic
ETL Developer,128349.8,mid,FT,"Dubai, UAE",100,S,synthetic
Junior SQL Analyst,0.0,entry,FT,"Boston, MA",100,L,synthetic
Senior NLP Engineer,110245.26,senior,FT,"Amsterdam, Netherlands",100,L,synthetic
ERP Support Analyst,34068.22,entry,FT,"Toronto, Canada",0,L,synthetic
Junior Full Stack Developer,39717.72,entry,FT,"Austin, TX",50,S,synthetic
Data Pipeline Engineer,119104.31,mid,FT,"Casablanca, Morocco",0,M,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Data Analyst Intern,39427.14,entry,FT,"Boston, MA",50,L,synthetic
Frontend Developer Junior,0.0,entry,FT,"Casablanca, Morocco",0,S,synthetic
Recruitment Intern,34088.77,entry,FT,"Austin, TX",0,M,synthetic
ERP Analyst Junior,49706.42,entry,FT,"Chicago, IL",50,S,synthetic
Cloud Data Engineer,0.0,mid,FT,"Dubai, UAE",50,M,synthetic
Senior Machine Learning Engineer,129404.5,senior,FT,"Montreal, Canada",100,S,synthetic
Finance Manager,93035.25,senior,FT,"London, UK",0,M,synthetic
Head of Finance,131317.26,senior,FT,"Boston, MA",0,L,synthetic
Data Reporting Analyst,55105.26,entry,FT,"Brussels, Belgium",50,L,synthetic
Junior ML Engineer,60625.44,entry,FT,"London, UK",0,L,synthetic
Junior NLP Engineer,0.0,entry,FT,Remote - Europe,50,M,synthetic
Audit Assistant,0.0,entry,FT,"Dubai, UAE",0,L,synthetic
Finance Graduate Trainee,43513.22,entry,FT,"Casablanca, Morocco",0,S,synthetic
Junior Marketing Analyst,47885.2,entry,FT,"Madrid, Spain",100,L,synthetic
Cloud Data Engineer,81252.6,mid,FT,"Berlin, Germany",50,M,synthetic
Junior SEO Analyst,45431.5,entry,FT,"Madrid, Spain",100,M,synthetic
Junior SAP Consultant,38535.93,entry,FT,"New York, NY",50,L,synthetic
Analytics Engineer,99545.33,mid,FT,"Berlin, Germany",0,L,synthetic
Junior Django Developer,30952.11,entry,FT,"Seattle, WA",50,S,synthetic
Reporting Analyst Junior,53679.02,entry,FT,"Lyon, France",0,M,synthetic
Junior Django Developer,40031.69,entry,FT,"London, UK",0,M,synthetic
Recruitment Intern,43329.66,entry,FT,"London, UK",50,S,synthetic
Data Science Graduate,0.0,entry,FT,"Dubai, UAE",100,S,synthetic
Machine Learning Analyst,63784.18,entry,FT,Remote - US,100,S,synthetic
Junior SAP Consultant,0.0,entry,FT,"Chicago, IL",0,L,synthetic
Finance Graduate Trainee,37892.22,entry,FT,"Austin, TX",0,L,synthetic
Lead AI Engineer,112599.03,senior,FT,"Paris, France",100,L,synthetic
Senior Controller,89786.23,senior,FT,"Brussels, Belgium",50,M,synthetic
Audit Assistant,34705.67,entry,FT,Remote - Worldwide,0,M,synthetic
Senior Data Engineer,0.0,mid,FT,"Toronto, Canada",100,L,synthetic
Junior Marketing Analyst,0.0,entry,FT,"Toronto, Canada",0,S,synthetic
Cloud Data Engineer,0.0,mid,FT,"Madrid, Spain",0,M,synthetic
Senior Financial Analyst,91940.1,senior,FT,Remote - Europe,0,M,synthetic
Head of Finance,127039.14,senior,FT,"San Francisco, CA",0,M,synthetic
HR Coordinator Entry Level,0.0,entry,FT,"Montreal, Canada",0,L,synthetic
Odoo Developer Junior,38035.0,entry,FT,"New York, NY",0,M,synthetic
Senior Data Scientist,145115.39,senior,FT,"Tunis, Tunisia",50,M,synthetic
